Country,EdLevel,YearsCodePro,Industry,Salary
Poland,Master's Degree,20.0,"Information Services, IT, Software Development, or other Technology",71779.0
Poland,Master's Degree,8.0,Financial Services,51681.0
United Kingdom and Northern Ireland,Master's Degree,6.0,"Information Services, IT, Software Development, or other Technology",54621.0
India,Bachelor's Degree,4.0,"Manufacturing, Transportation, or Supply Chain",15752.0
Germany,Less than a Bachelor's,5.0,"Information Services, IT, Software Development, or other Technology",42836.0
Sweden,Less than a Bachelor's,14.0,Advertising Services,99513.0
Italy,Master's Degree,13.0,Insurance,64254.0
Germany,Less than a Bachelor's,2.0,"Information Services, IT, Software Development, or other Technology",54616.0
Netherlands,Bachelor's Degree,10.0,"Information Services, IT, Software Development, or other Technology",133862.0
Poland,Master's Degree,5.0,Other,47852.0
Italy,Bachelor's Degree,4.0,"Information Services, IT, Software Development, or other Technology",25701.0
Netherlands,Bachelor's Degree,8.0,"Information Services, IT, Software Development, or other Technology",107518.0
United Kingdom and Northern Ireland,Bachelor's Degree,3.0,"Information Services, IT, Software Development, or other Technology",62069.0
Poland,Post Grad,8.0,Healthcare,64254.0
France,Bachelor's Degree,2.0,"Manufacturing, Transportation, or Supply Chain",34269.0
France,Master's Degree,11.0,"Information Services, IT, Software Development, or other Technology",79246.0
India,Master's Degree,7.0,Legal Services,12117.0
France,Less than a Bachelor's,3.0,Retail and Consumer Services,58972.0
India,Bachelor's Degree,12.0,"Information Services, IT, Software Development, or other Technology",36351.0
Italy,Less than a Bachelor's,17.0,"Information Services, IT, Software Development, or other Technology",44978.0
France,Post Grad,3.0,"Information Services, IT, Software Development, or other Technology",63313.0
Sweden,Less than a Bachelor's,0.5,"Information Services, IT, Software Development, or other Technology",27642.0
India,Master's Degree,11.0,"Information Services, IT, Software Development, or other Technology",24234.0
India,Bachelor's Degree,2.0,"Information Services, IT, Software Development, or other Technology",13934.0
Canada,Bachelor's Degree,4.0,"Information Services, IT, Software Development, or other Technology",118962.0
United Kingdom and Northern Ireland,Bachelor's Degree,30.0,"Information Services, IT, Software Development, or other Technology",68400.0
Netherlands,Bachelor's Degree,25.0,"Information Services, IT, Software Development, or other Technology",42836.0
Germany,Master's Degree,23.0,"Information Services, IT, Software Development, or other Technology",73892.0
United Kingdom and Northern Ireland,Post Grad,19.0,"Information Services, IT, Software Development, or other Technology",111724.0
Germany,Post Grad,23.0,"Information Services, IT, Software Development, or other Technology",85672.0
Poland,Master's Degree,12.0,"Information Services, IT, Software Development, or other Technology",90919.0
Sweden,Master's Degree,8.0,Financial Services,55285.0
Sweden,Bachelor's Degree,1.0,"Information Services, IT, Software Development, or other Technology",40358.0
Germany,Less than a Bachelor's,1.0,"Information Services, IT, Software Development, or other Technology",53545.0
United Kingdom and Northern Ireland,Bachelor's Degree,10.0,Oil & Gas,65793.0
Germany,Less than a Bachelor's,10.0,"Information Services, IT, Software Development, or other Technology",51403.0
France,Less than a Bachelor's,31.0,"Information Services, IT, Software Development, or other Technology",165989.0
United Kingdom and Northern Ireland,Post Grad,32.0,Higher Education,49655.0
United Kingdom and Northern Ireland,Master's Degree,3.0,Healthcare,47173.0
United Kingdom and Northern Ireland,Bachelor's Degree,42.0,"Information Services, IT, Software Development, or other Technology",136552.0
United Kingdom and Northern Ireland,Less than a Bachelor's,8.0,Financial Services,99311.0
United Kingdom and Northern Ireland,Bachelor's Degree,32.0,Oil & Gas,111724.0
Italy,Bachelor's Degree,5.0,"Manufacturing, Transportation, or Supply Chain",48190.0
India,Bachelor's Degree,9.0,"Information Services, IT, Software Development, or other Technology",38774.0
Italy,Less than a Bachelor's,29.0,"Manufacturing, Transportation, or Supply Chain",32127.0
United Kingdom and Northern Ireland,Bachelor's Degree,10.0,Advertising Services,88138.0
United Kingdom and Northern Ireland,Bachelor's Degree,7.0,Insurance,55862.0
Italy,Less than a Bachelor's,33.0,Healthcare,48190.0
Germany,Less than a Bachelor's,24.0,Financial Services,77747.0
Italy,Bachelor's Degree,16.0,Healthcare,46049.0
France,Master's Degree,5.0,"Manufacturing, Transportation, or Supply Chain",42836.0
Germany,Less than a Bachelor's,28.0,Other,96381.0
United Kingdom and Northern Ireland,Master's Degree,22.0,Oil & Gas,80690.0
Germany,Less than a Bachelor's,2.0,"Manufacturing, Transportation, or Supply Chain",58899.0
United Kingdom and Northern Ireland,Bachelor's Degree,34.0,"Manufacturing, Transportation, or Supply Chain",72000.0
Netherlands,Post Grad,30.0,Oil & Gas,187407.0
Italy,Master's Degree,11.0,Healthcare,58899.0
United Kingdom and Northern Ireland,Bachelor's Degree,34.0,"Information Services, IT, Software Development, or other Technology",106759.0
Italy,Less than a Bachelor's,30.0,Healthcare,58899.0
India,Bachelor's Degree,6.0,Retail and Consumer Services,21810.0
United Kingdom and Northern Ireland,Master's Degree,23.0,"Information Services, IT, Software Development, or other Technology",93104.0
Italy,Less than a Bachelor's,10.0,"Manufacturing, Transportation, or Supply Chain",38552.0
India,Master's Degree,2.0,"Information Services, IT, Software Development, or other Technology",19993.0
United Kingdom and Northern Ireland,Less than a Bachelor's,28.0,"Information Services, IT, Software Development, or other Technology",86897.0
Sweden,Bachelor's Degree,24.0,"Information Services, IT, Software Development, or other Technology",59523.0
Sweden,Bachelor's Degree,9.0,"Manufacturing, Transportation, or Supply Chain",47914.0
India,Master's Degree,3.0,"Information Services, IT, Software Development, or other Technology",14540.0
Italy,Bachelor's Degree,19.0,"Information Services, IT, Software Development, or other Technology",44978.0
Spain,Bachelor's Degree,1.0,"Manufacturing, Transportation, or Supply Chain",19276.0
United Kingdom and Northern Ireland,Bachelor's Degree,35.0,"Information Services, IT, Software Development, or other Technology",99311.0
Italy,Less than a Bachelor's,5.0,Financial Services,29985.0
Italy,Bachelor's Degree,20.0,Other,37481.0
France,Post Grad,29.0,Other,51403.0
Spain,Master's Degree,25.0,Other,32127.0
India,Bachelor's Degree,0.5,Financial Services,14540.0
Germany,Less than a Bachelor's,23.0,"Information Services, IT, Software Development, or other Technology",64254.0
United Kingdom and Northern Ireland,Master's Degree,15.0,Financial Services,202345.0
United Kingdom and Northern Ireland,Bachelor's Degree,11.0,Insurance,75724.0
United Kingdom and Northern Ireland,Bachelor's Degree,2.0,Financial Services,62069.0
United Kingdom and Northern Ireland,Bachelor's Degree,25.0,Healthcare,80690.0
Poland,Master's Degree,8.0,"Information Services, IT, Software Development, or other Technology",48809.0
Sweden,Bachelor's Degree,4.0,"Manufacturing, Transportation, or Supply Chain",57496.0
Italy,Master's Degree,20.0,Other,37481.0
United States of America,Less than a Bachelor's,20.0,Insurance,165000.0
United States of America,Bachelor's Degree,10.0,Other,210000.0
United Kingdom and Northern Ireland,Bachelor's Degree,6.0,"Information Services, IT, Software Development, or other Technology",48190.0
France,Master's Degree,2.0,"Information Services, IT, Software Development, or other Technology",44978.0
France,Bachelor's Degree,17.0,Retail and Consumer Services,80317.0
Poland,Less than a Bachelor's,13.0,Financial Services,95705.0
Poland,Master's Degree,17.0,"Information Services, IT, Software Development, or other Technology",43641.0
United States of America,Bachelor's Degree,2.0,Financial Services,145000.0
Germany,Less than a Bachelor's,23.0,"Information Services, IT, Software Development, or other Technology",107090.0
United States of America,Bachelor's Degree,4.0,Other,80000.0
United Kingdom and Northern Ireland,Less than a Bachelor's,23.0,"Information Services, IT, Software Development, or other Technology",80690.0
Sweden,Master's Degree,40.0,"Information Services, IT, Software Development, or other Technology",276424.0
United States of America,Less than a Bachelor's,8.0,"Manufacturing, Transportation, or Supply Chain",110000.0
Italy,Master's Degree,31.0,"Information Services, IT, Software Development, or other Technology",74963.0
United Kingdom and Northern Ireland,Master's Degree,12.0,"Information Services, IT, Software Development, or other Technology",75104.0
United States of America,Bachelor's Degree,27.0,"Information Services, IT, Software Development, or other Technology",234690.0
Brazil,Bachelor's Degree,19.0,Other,19476.0
Brazil,Bachelor's Degree,10.0,Financial Services,24345.0
Netherlands,Less than a Bachelor's,3.0,Financial Services,58899.0
United States of America,Bachelor's Degree,3.0,"Information Services, IT, Software Development, or other Technology",125000.0
United Kingdom and Northern Ireland,Less than a Bachelor's,0.5,Retail and Consumer Services,26690.0
United Kingdom and Northern Ireland,Bachelor's Degree,1.0,"Information Services, IT, Software Development, or other Technology",36497.0
Brazil,Less than a Bachelor's,2.0,"Information Services, IT, Software Development, or other Technology",12343.0
United Kingdom and Northern Ireland,Less than a Bachelor's,10.0,Insurance,86897.0
Brazil,Bachelor's Degree,12.0,"Information Services, IT, Software Development, or other Technology",48690.0
Spain,Bachelor's Degree,8.0,Retail and Consumer Services,42836.0
Australia,Bachelor's Degree,2.0,Advertising Services,50900.0
India,Master's Degree,3.0,"Information Services, IT, Software Development, or other Technology",25397.0
United States of America,Master's Degree,2.0,"Information Services, IT, Software Development, or other Technology",71500.0
France,Less than a Bachelor's,5.0,Other,58899.0
Netherlands,Less than a Bachelor's,10.0,Other,48190.0
United States of America,Bachelor's Degree,2.0,"Information Services, IT, Software Development, or other Technology",53600.0
France,Master's Degree,4.0,Oil & Gas,70679.0
